text,tag
מגדל או בין גג הבית וגג,-1
ליכא הכרע ואיכא למימר דהותזו ממש היינו,-1
תחתיה או על גבה,-1
וזה שיעשה מברזל],-1
ע''ג קורה העליונה כנגד הטומאה,-1
תו איכא למידק בפירוש הרמב''ם בבבא,-1
על טפח מרובע: ומ''ש לפיכך אם היתה,-1
הראב''ד תחתיו בלבד,-1
בעוד שהיו חופרים,-1
וכו' אינם כעור הבשר,-1
תוספתא פ''ט דאהלות:,-1
מלא מקדח: וכן חלון העשויה לתשמיש,-1
וכן על גבי קורה התחתונה,-1
הוא דתני הכי דהא משמע התם דאשקלון,-1
כדאי שתבקע למעלה ובפחותה ופקוקה בקש יש,-1
דאינו ככלי דאילו כלי,-1
יציאת וכניסת הדבורים ופעמים פוקקין,-1
נוגעת בשקוף פותח טפח שאילו,-1
כנגד הטומאה וגם,-1
הוא דוחק בלשון,-1
על התחתונה כמו שהיתה על העליונה,-1
משום דלא מיקרי רצוצה אלא כשאין שם,-1
לרבנן ולא פליגיתו משמע,-1
פתיל אין צמיד פתיל לטומאה,-1
אם נשאר עליו כדי להעלות ארוכה,-1
באה במדה וזה אינו שכבר,-1
לשון רבינו כך הוא אפילו,-1
והוא מחודד ואין לו גג,-1
דאהלות (משנה א') דכזית בשר,-1
המרכב או על המשכב ומ''ש רבינו הוא,-1
מי שמתו (יט:) ד''ת,-1
בתוכה והטעם משום דתנן,-1
ולמה לא תכנס לבית דרך פתח פיו,-1
או אפוצה דמי והיאך,-1
שנתקלקלו והרקיבו ואין בהם כח לקבל,-1
בתוכה אין טמא,-1
וכלי אדמה אינם חוצצין אם,-1
המשנה דאיירי בעוף קשור בכותל דהשתא,-1
הבית אהל הילכך טומאה תחת אחת,-1
נשאר בה חלל,-1
יש בטומאה כדי שתתחלק,-1
זה במשנה שם בבא זו,-1
וסובב כל כתלי הבית מבחוץ,-1
כרשב''ג ואי הוה סבר גמרא דהלכה,-1
שתביא לה טומאה ואמנם ימשש זוית לזוית,-1
טמא שהרי האהיל על הטומאה אם,-1
יש בו בשר הרבה וחסר,-1
"כה''ג ונזיר (דף מ""ט",-1
דבריו כי כשהטומאה רצוצה אז בוקעת,-1
ולמטה מג' בבית הפרס טהור וכו' א''א,-1
יחוד קטנה היודעת טעם ביאה ומאחר,-1
מדור הטמא וצ''ל דבשדר,-1
עמו שמאחר שאחד התחתונה ואחד העליונה,-1
הוא טמא להשתפך בהם עפר,-1
טפחים הנה הוא יביא,-1
שכן מצינו בדברי הימים בים,-1
אומר אין ספק שפירושו,-1
רבינו אבל אם,-1
שני הוי ככלים בכלים הילכך הנוגע,-1
ליה פותח טפח איירי,-1
ומ''מ איני מבין דברי הראב''ד שהשיג על,-1
שבצד השני טהורים משמע דעד השתא לא,-1
ולפ''ז הדבר ברור,-1
"דאמרינן בר''פ ר''ע (דף פ""ב",-1
אולי סובר זה המחבר שאין,-1
וכו' כמו שביארנו,-1
גם חסר בדפוס תיבת אלף וכך היא,-1
לומר דהיינו דוקא כשיש בין,-1
ולמה לא תרד עד התהום,-1
שנמצא בה קבר אח''כ מצאתיו בספר מוגה:,-1
תוכה ומפני כך העמידוה רבינו,-1
טומאה על גביו כלים,-1
רבינו בפי' המשנה ויש פה חסרון,-1
עד כבש כנף הטלית,-1
ולזה כתב רבינו,-1
היתה בתוכה או על,-1
היתה גבוהה מן,-1
מטמא באסקופה מטפח,-1
תורה לבשל אלא כדי שלא יבוא,-1
כלי אין לה דין טומאה רצוצה והא,-1
השגה על רבינו,-1
ששם בבית פיה לחוץ,-1
דקתני בבבא שמינית,-1
היא אז אין,-1
אם רגלו קדמה,-1
דברי רבינו וגם,-1
ולא פליגיתו משמע דלחתיכת,-1
יטמא מין ממיני,-1
שהוא מודבק לחלון ואין,-1
לא מפרש וכתבו הר''ש והרא''ש בוקעת,-1
יש בו בשר הרבה וחסר מטמא,-1
טעמו במ''ש חסר מכאן לומר שלא,-1
שאמרנו שמביאין את הטומאה ואינם,-1
לעשות בקרן שחוץ,-1
אהל של עץ שאינו מקבל טומאה וגם,-1
תחתיה היתה טומאה בתוכה אין,-1
לגמרי וכפשטא דלישנא דברייתא,-1
נמי שמ''ש כנגד הטומאה לא קאי אלא,-1
מפני שאינו תחת אהל ואם,-1
מהדם עצמו כשהוא נקרש יש,-1
ימשש זוית לזוית לבד עד כאן לשונו,-1
בבא דהיתה מונחת על,-1
ע''פ שני תנורים טומאה ביניהם,-1
שבשאר מקומות טהורים משום דכיון,-1
הלכה כר''ע עכ''ל,-1
"(דף פ""ב ע""ב) דאמרינן דנדה",-1
ומ''ש רבינו הוא שהאבן מונחת,-1
לבית מיירי כמו,-1
נמי דיקא דקתני וכל שאינו כנגד,-1
על פסוק וכל,-1
הטומאה יוצאת מתוכה לבית ומצלת,-1
זיז שע''ג הפתח מביא את,-1
ואין לו כותל,-1
להניח המת בתוכן והם,-1
טמא תוכה וגבה טהור תוכה,-1
הולכות וכן נתבאר בתוספתא עכ''ל: ומ''ש,-1
בקש ואותו הפקק אינו תקוע,-1
את הבית ורבי יהושע מטהר: וכתב הראב''ד,-1
הטומאה וגם בזה הטעם,-1
היא הנוסחא אפילו גבוהות מן הארץ אלף,-1
טפח למה לא יטמא הבית,-1
חשובים כשני כלים צד שכלפי הטומאה כנוגע,-1
כלים או בגדים וכו' עד מפני שהם,-1
רחבו שני חומשים ונמצא מדת,-1
הפנימי מעבר לעבר,-1
מהמשקוף ולהיותו למעלה מי''ב טפחים,-1
טומאה כשהטומאה תחתיהן או,-1
זיז שהוא סובב את כל הבית,-1
מטמא וזה נראה,-1
לגמרי כפשטיה ועוד,-1
אמר הלכתא גמירי להו ומיניה נשמע,-1
וכמ''ש הרמב''ם ז''ל בפי''ט מהלכות טומאת מת,-1
מדרבנן והא דמייתי,-1
רצוצה ולמה לא תרד עד,-1
החורש את הקבר,-1
ליה כלים באדם ומאחריו טמא,-1
טומאה בוקעת ועולה בוקעת ויורדת פי' ארובה,-1
כשהטומאה תחתיה כיון דרצוצה היא,-1
מן החי והשתא,-1
טמא חוצץ וכן אם,-1
היא תחתיה וכשהיא,-1
והחבית טהורה בתוכה ותחת,-1
"פ''ה דזבים (מ""ג) כל הנושא ונישא",-1
בחדש באמצע ועפ''ז,-1
הלכה כרשב''ג וכתב רבינו,-1
או בבית כל שתחתיה וכל שבבית פשיטא,-1
עצמות מטומאת בשר שהבשר,-1
כלים שעל גבה טהורים וכן טומאה על,-1
תוכה ועליה כיסוי,-1
על גבי אדם,-1
ואולי יש הפרש בין,-1
יודע מה ענין,-1
תרי לגבי רבי דמצריך,-1
וכתב הראב''ד א''א זאת הפסקא לא נמצאת,-1
או בנין אבל כשהיא בתוך עץ,-1
שם במשנה פרק,-1
היה זה הכלי אין ממנו תחת,-1
רוב שנים ועדיין היא מפרכסת,-1
ומה שכתב רבינו בד''א בזמן שהיא,-1
לכותל אע''פ שהוא למעלה מי''ב טפחים,-1
מכלל דמתני' דקמה בשאינה,-1
הרי נטמאת ואין כלי טמא,-1
ולא משכחת שיהיה לו אהל,-1
היתה ממלאה את כל,-1
טמא היה טמא מה שבתוך המגדל שהרי,-1
לומר דאילו היה מיטמא מגבו,-1
כסף משנה אלו חוצצין ולא מביאין,-1
וכיון שהוא מקבל טומאה,-1
בעלמא טמא ואין צורך לצירוף יד ואפשר,-1
ז''ל בספר הזה מחבר לא,-1
דקתני טומאה תחתיה כנגד,-1
דירה באמצע החצר דירת עראי,-1
חביות שלנו וע''פ הדברים האלה פירש,-1
הרא''ש כולי פירקין עד,-1
שמאחר שעצם הזית אינו,-1
בתוכה הכל טמא אלא גבה על,-1
בדופק עצמם לא הנוגע בצדדים,-1
גובה טפח ואין,-1
על רשב''ג ואע''ג דרשב''ג,-1
וכו' וב''ה סברי דנכנסת טומאה לכלי,-1
את הטומאה [רבי יהושע אומר] רואין את,-1
לא מצאתי שהוזכר שיעור ד' להביא,-1
אף כנגד הזית טהור דכיון,-1
להכריע שאין הדבר,-1
בקש ולענין שתבקע ותרד למטה חשובה,-1
דמיירי בשהכוורת עומדת באויר לא,-1
דהכא כנגדו עד התהום טמא,-1
בין מתוכו בין מאחריו טמא טומאת,-1
טמאים טומאת שבעה ואפשר דה''ק,-1
וכו' מרובה טומאת עצמות,-1
לעז ויליי''ו והוא נושר,-1
עצמם לא הנוגע בצדדים שאינם מהגולל והדופק,-1
כאויר ל''ש לן,-1
כתב ורחיים של,-1
עומדת אלא בדלית ליה פותח טפח,-1
טומאה בצד זה כלים שבצד השני טהורים,-1
גם כל שתחתיה טמא,-1
הוא חשיב שהרי מין קרקע הוא: ועל,-1
זה שם במשנה פ''י,-1
קבר בתוכה או שנמצא בה,-1
המת מטמא במגע ובמשא ובאהל,-1
שוליה דקתני בטומאה תחתיה טומאה,-1
בכלל המביאים את הטומאה וחוצצין בפני,-1
כדתנן פ''ח דכלים בש''א הכל,-1
ממש בחתיכת שני,-1
עמוד אינו חלול אלא אטום ולטמא מה,-1
של חצר אינן טמאים היינו,-1
לטמא וכדתנן רפ''ו היתה טומאה תחתיה,-1
מודבק לחלון ואין אויר שתכנס בו,-1
גבוהה טפח וע''ג מה שהוא תחת גג,-1
מדבריהם וההיא דעוף ששיכן דמיתניא,-1
כתבו כדבריו מ''מ אינו כדאי פי',-1
התחתונה כמו שהיתה על העליונה וכך הוא,-1
טפח שהוא אהל הוי כאילו היא וגג,-1
הפרס טהור וכו' א''א אין צורך,-1
טומאה אינם חוצצים אלא אם כן באים,-1
ואמרינן בגמרא מאי,-1
חלל טפח אע''פ שעכשיו היא,-1
שבתוכה וצריך עיון: תו איכא למידק בפירוש,-1
ובתוס' וברבינו שמשון פ''ק דכלים (משנה,-1
כבדים וכו' כי מעל גבה והטומאה,-1
ר''י בן נורי מטהר ומשמע,-1
אין בה משום מדור העכו''ם,-1
טמא: [מ''ב] היתה גבוהה מן,-1
כולי האי להביא טומאה,-1
הב''ע אי בכוורת שאינה מחזקת,-1
מיטמא מגבו ורבינו העמידה במחזקת,-1
בדלית ליה פותח טפח איירי כן מוכח,-1
דעכו''ם שישב בחלון ממעט בחלון אלמא,-1
רבי יוחנן בן נורי,-1
"(דף קכ""ו ע""ב) ותוספתא פ''ד דאהלות",-1
לאשתי הרי אלו יכתבו ויתנו,-1
לטמא תחתיה הרי הכוורת חוצצת,-1
אמר רבי יוסי בא,-1
טפח אף במקום,-1
לכותל פותח טפח,-1
לחוץ והאהילו עליו קוברי המת,-1
מערב ונסדק כל גג הבית,-1
ואפשר שגם בתבניתו הוא,-1
משנה מיעט את הטפח בפחות,-1
בין גג מגדל לקורות או בין שולי,-1
כולו תחת הבית והנקב הקמור,-1
דלרבי יוחנן אם,-1
פירש דבאין בעין פותח טפח איירי דאי,-1
לרבותא נקט אע''פ,-1
בוקעת ויורדת פי' קרקרותיה,-1
דבכוורת של עץ מיירי ומחולחלת דקתני,-1
מטמא וז''ש לא נטמא הבולע,-1
אינו מטמא מגבו והטומאה בעת,-1
מה שיהיה נכחי,-1
שנתבאר בפי''ב: ועל מ''ש,-1
בבות אלו וישמע חכם ויוסיף לקח:,-1
"קכ""ח ע""ב) תניא",-1
היה לצד חוץ אלא גודל,-1
שדה שנחרש בה קבר ניטעת ושדה שאבד,-1
שני תנורים טומאה ביניהם,-1
טמא דחזינן לטומאה,-1
(ג-ו) אלו מביאין,-1
המשכב טהור חוץ מן,-1
בינו ובין הארץ גבוה י''ב טפחים והוא,-1
האהל חזק ובריא וכו' כיצד,-1
א''א לא יורדת עד התהום כטומא' רצוצה,-1
היינו מפני שהיא,-1
חסרון הניכר והוא ט''ס וכך היא,-1
משנה בפ''ח דאהלות:,-1
פתוח מן הצד: ומה שכתב ודברים שסומכים,-1
דכיון דקי''ל דכלים,-1
מביאים ולא חוצצין בכל גווני משמע,-1
עתה דמיירי בשהכוורת עומדת,-1
דברי הראב''ד צריכים עיון: היה אדם מוטל,-1
דכיון דאינה גבוהה,-1
העליונה פותח טפח וכן אין בין,-1
פרק י''א דאהלות,-1
"דשבת (דף ט""ו ע""ב): וכן כלי חרס",-1
אמרינן דהוי כלבוד דשאני טומאה דהכי,-1
המוכני חוץ מאחורי המגדל בתוך,-1
כתב הראב''ד א''א וכן על גבי קורה,-1
מקצתו ור''ע אומר שהתנור טהור שאין האהל,-1
שיהא גבוה מן הארץ,-1
כרבי דאמר אהל זרוק לאו שמיה,-1
ר''ל מה שימשך לאוירה לפי שהטומאה כבר,-1
תחתיה או בבית תחתיה,-1
שסתם כל הפחת בקש,-1
טומאה תחתיה או בבית או בתוכה או,-1
או הבא מקצתו וכו',-1
חלול הוא והצד העליון מביא,-1
פירושה נכונה ואפשר דגרסינן נכוחה,-1
נשברה מפרקתו ורוב בשרה עמה וכו' עד,-1
וכו': כתב הראב''ד א''א אני לא,-1
חוצה לארץ שבא בירק וכו',-1
בבא זו כדין,-1
דתנן גבי היתה,-1
הבית כיון שהשקוף מאהיל,-1
בתוספתא רבי אומר החמירו בקנה,-1
ורבינו לכתוב מדור במקום עיר,-1
מבחוץ והוא שתהיה תחת עובי (החרס) [הגג],-1
גבוה על הארץ טפח שהוא אהל או,-1
נפלים המאהיל עליו טמא דין,-1
שפסק כר''י בן נורי וצ''ל דמשום דאע''פ,-1
פה להקשות על רבינו שכתב,-1
ג') ובפרק יוצא,-1
כזית מן המת פתחו,-1
עודף על רחבו,-1
טומאה שאינה תחת פותח טפח:,-1
עיר שנויה בשם רשב''ג,-1
הסדק ועדיין דברי הראב''ד צריכים עיון: היה,-1
שטעם שהבית טהור לפי שהטומאה כנגד,-1
כה''ג ונזיר (דף,-1
בה נמי בד''א בזמן שהיא כלי,-1
פרק זה דקתני,-1
בבית שער או באמצע,-1
הפרס על גבי,-1
החצר טמא משום,-1
הפרס טהור וכו',-1
את הטומאה בכל שהוא בזיז שהוא גבוה,-1
משנה היה עצם אחד אפילו יש,-1
חרש מיטמא מגבו הכא דטומאה,-1
לטהר כשהיא בתוכה או על,-1
ויש לתמוה על הראב''ד למה קראו מוציא,-1
מהנוסחא שכתב לעיל שיש בה חסרון,-1
גם זה שם וכחכמים ויש,-1
הטומאה פותח טפח אבל כשאין שם,-1
ומ''ש היתה הטומאה בתוך הקדרה וכו': כתב,-1
שני זיזין זה ע''ג,-1
שאין שם כדי,-1
שיעורו כל שהוא כדברי בית,-1
משום מדור העכו''ם אא''כ היה,-1
כאילו פיה וגג הבית אהל,-1
יהודה במה דברים,-1
כפויה על הטומאה,-1
הוא הנקב אשר,-1
רואין כאילו שוליה וגג הבית אהל,-1
בניין היוצא לפני החלון וכו',-1
מה שימשך לאוירה לפי שהטומאה כבר,-1
רבינו היתה הקדרה גבוהה מן הארץ טפח,-1
ויש בספרי הדפוס חסרון,-1
במחוברים איירי דומיא דסיפא,-1
הארץ ופרעות היוצאות מן הגדר,-1
יותר על הצורך,-1
הבית וגג המגדל או בין קרקעית,-1
וכן תנא ברישא דכשהיא על,-1
שאם אינם באים במדה אינן חוצצין וגבי,-1
שנאמר כל הנוגע בעצם,-1
בזיז שהוא למעלה מי''ב טפחים,-1
במה מדליקין ואין,-1
מטמאה באבן מסמא וה''ה,-1
וכל שאינו כנגד הזית תוכה והבית טהור,-1
עד לרקיע טמא,-1
על טפח אינו אהל: כתב הראב''ד,-1
דרכו ועוד שלקמן בפרק,-1
משנה כשם שאדם מתטמא,-1
מ''ש רבינו עירב את,-1
וצ''ל דמיירי כשאין הטומאה,-1
ומ''ש אפילו חרש ע''ג הארון,-1
מ''ש רבינו אבל כל שבאויר,-1
מסיט בכלל נושא הוא,-1
טפח שהרי כשיש כאן ריבוע של ח',-1
בה אילן בידוע שנחרש (בה) קבר בתוכה,-1
לא פירש שרבינו ז''ל,-1
בוקעת ויוצאת דרך,-1
מחזקת למיתני תרתי כי הני בבי דלעיל:,-1
כלים שעל גביו טמאים: [מי''ד],-1
הטומאה תחת השקוף ותצא,-1
טומאה תחת זה הקובב ובה''א,-1
בכאן שהדבור אמנם,-1
הטעם: ומ''ש היתה פחותה,-1
יטמא מה שהיא נכחי לטומאה לבד לפי,-1
מיירי בעין של תנור דמתניתין,-1
לפי ששם בבית פיה,-1
שולי המגדל לארץ הכלים טמאים מטומאת הבית,-1
הרי לכל אחד ח' חומשים,-1
טפח טומאה בתוכה הבית טמא דאפילו אם,-1
כוורת שהיא בתוך,-1
משנה טומאת אהל אינה,-1
טעם שאין כלי חרס מטמא מגבו,-1
מר טהרות דתניא רשב''י אומר קברי עכו''ם,-1
וגם כי כתב ר''ש,-1
אמרו שאני דם תבוסה דרבנן:,-1
פותח טפח המאהיל על,-1
אלא כאצבע ולישנא דמתניתין,-1
ובבבא י''ב אמאי,-1
רבינו לכתבו כאן,-1
היתה הטומאה תחת הנסר כלים,-1
גם זה שם,-1
תחת הנדבך הטהור מלמעלה,-1
אין בה משום,-1
במדור העכו''ם טמאים,-1
עומד בתוך הבית ועינו קמורה,-1
טומאה כשאר כלים המקבלים טומאה,-1
בעוף קשור בכותל דהשתא מקבל,-1
נגע באסקופה מטפח ולמטה וכו',-1
רבינו דע''כ מתניתין דקתני,-1
העצם אך עומד שלם כמו,-1
דלעולם בכוורת המחזקת ארבעים,-1
יש בספרי הדפוס חסרון בדברי רבינו,-1
דאינה כלי חוצץ גגה,-1
הנה נטמאו מפני,-1
שע''ג הפתח מביא את הטומאה בפותח,-1
והם דומים ליריעה לבנה שבתוך הקנה ויש,-1
אם היה דלת המגדל,-1
הבית והכל טמא דקתני היינו לומר,-1
דכיון דגזרו על,-1
שהוא בספק הקבר גם מה שפירש,-1
עצמו ולא נשאר,-1
נטמאת מקודם באחת הטומאות שיהיה כלי,-1
לה מקרא ובס''פ,-1
דין כלי כלל ויהיה דינו שוה לגמרי,-1
ועולה והבית טהור וכגון,-1
בשהכוורת עומדת באויר לא איצטריך,-1
היו דבוקות אע''פ,-1
על גביהן מביאין,-1
אלא אשמעינן השתא דרבנן פליגי,-1
הכי הבית טמא שהרי טומאה,-1
לעליונה פותח טפח שאילו,-1
הרי הוא כאבן וממעט בחלון:,-1
או אבנים וכו' שאינו טמא,-1
"ע""ב) ובפרק בכל מערבין",-1
מפני שכך היא,-1
א''כ אמאי מצלת על מה,-1
שאינה מטמאה באהל כי מפסיק מאי,-1
כסף משנה המטהר,-1
"(דף כ""ח) מאי הותזו ר''ל",-1
אין טמא אלא,-1
נחסרו קצת העצמות,-1
וגם כי כתב ר''ש שי''ג,-1
דברי רבינו פשוטים וכך,-1
כוותייהו וכ''פ בפי' המשנה שאין,-1
מטמאים כן וכמ''ש רבינו פ''ה מהלכות,-1
תחתיו אינו מביא את הטומאה,-1
עצם כשעורה מן,-1
שכלי עץ הבא במדה כאהל הוא חשיב,-1
טומאה בבית מה שבתוכו טהור מיירי,-1
טפח וכו' היתה טומאה בתוכה או,-1
הפרס וכו' עד,-1
גבוהה מן הארץ,-1
כמו שביארנו רומז למ''ש ברישא כזית מן,-1
תחתיה שאם תעלה,-1
דאהלות שם וכר' עקיבא והוא,-1
משום דכלים נעשים אהלים,-1
של חרש שאינה מטמאה מגבה,-1
קבר סתום ולזה נתכוון,-1
כל סביביו הילכך הנוגע,-1
מונחת על הקרקע והיא רצוצה בוקעת למטה,-1
הראב''ד זה שיבוש ראוי להיות,-1
למה לא פירש שרבינו,-1
א''כ כי אינה פחותה או אפוצה,-1
"(דף כ""ח) מאי הותזו",-1
טפח דאי לאו הכי,-1
במקום הכבי שאין בה ממש,-1
ט''ס כוונתו נכרת שהוא,-1
תאמר והרי בטומאת משא ובבת,-1
דעירובין (דף ד'): ומ''ש,-1
היה על ארובה שבין בית,-1
ידו שמלשון המשנה משמע,-1
טמאים טומאה באכסדרה רבי,-1
לומר דתחתיה והבית ועל גבה טמא ומיהו,-1
באה במדה מיירי כתב בבבא זו,-1
והחבית טמאה תחת דפנה מבחוץ טומאה,-1
שהיא גבוהה מהארץ,-1
והטמא יושב על,-1
"כותיים (דף ל""ד): אחד גדול ואחד",-1
סריס וכו' ממילא משמע דגזרו על,-1
לחוץ היה פיה,-1
פסק הרמב''ם ככל הני סתמי מתני',-1
דבריו כי כשהטומאה רצוצה אז בוקעת כנגדה,-1
בתקרה עד שלא תהא יכולה לצאת טומאה,-1
דר''ע לא מצרך בשר,-1
בבית או על גבה הכל טמא,-1
כי כאשר היה זה המגדל,-1
או בבית תחתיה והבית טמא תוכה,-1
שדרכן להמצא בחלונות והם דומים ליריעה לבנה,-1
הארץ טפח ולשון,-1
י''ל שהוא סובר שרבי לא בא,-1
טומאת שבעה ואפשר,-1
הבשר לא לטמא ולא להתטמא,-1
דאינה גבוהה טפח,-1
ואפשר דה''ק הוי,-1
וכל כלים שעל גבה טמאים משום דכלים,-1
ועטרות הם אבנים הבולטים מן הקיר כמין,-1
פרק זה בכוורת של,-1
הוא משונה ייחדו,-1
היתה ע''ג העליון,-1
כולה באויר: ומ''ש רבינו,-1
טומאה בוקעת ועולה בוקעת,-1
אבל מאחר שהוא אהל,-1
מה שעל גבה למה,-1
שהוא נתון ע''פ שני,-1
דכלי היא הא אמרן דנעשה אהל,-1
שנתבאר בפרק זה אין,-1
עץ מיירי ומחולחלת דקתני היינו שדרך,-1
זו שאם היא באה,-1
גבה הכל טמא אלא תוכה לא,-1
א''א כאן צריך,-1
וצ''ע: חסר מן העצם,-1
אומר אינו מביא את,-1
ואני מצאתי כתוב,-1
טמא אלא תוכה,-1
משנה פרק י''ב דאהלות: ועל מ''ש,-1
לר' אלעזר בר''ש ומשמע התם דאפילו מאן,-1
בית הפרס הזה מותר לנטוע,-1
שהרי כתב בפירוש אם סתם,-1
המרכב או על המשכב ומ''ש רבינו,-1
וכך הגירסא הנכונה היתה הטומאה תחת,-1
"ע""ב) ופירוש מרובע",-1
הדין דלרבי עקיבא נמי הוי דאורייתא אלא,-1
כשהטומאה תחתיה כיון דרצוצה היא פשיטא דבוקעת,-1
ולא היה לו,-1
בוקעת ויורדת והבית טהור מאחר שאינה נוגעת,-1
דכלים שאינם מקבלים,-1
הם אבנים הבולטים מן הקיר כמין כיפה,-1
סאה מדמצלת על מה שבתוכה אלא אשמעינן,-1
הראב''ד ומביא את,-1
היא הגירסא הנכונה בספרי רבינו והיא תוספתא,-1
משנה אחד הבא כלו לאהל המת,-1
כאשר היה זה המגדל בתוך,-1
יוצא בקל יותר ממה שנכנסת,-1
והבית טהור הא כיון דכלי עץ,-1
פותח טפח גם מה שהכריע,-1
סאה שהם כוריים,-1
שיהיה לו אהל טפח אא''כ היקפו,-1
"ע""א) וכחכמים: יצא ממנו",-1
הכל טמא אלא,-1
כמותו י''ל דשאני,-1
הוא הכל טמא לפי שהוא,-1
מן הארץ טפח או מכוסה וכו' עד,-1
אפוצה דלעיל לא הזכיר אפוצה אלא,-1
לחוץ שהוא תחת קורות הבית בד''א בזמן,-1
סביביו וכמ''ש בפ''ז ולזה כתב,-1
הטומאה גבוהה מן,-1
שכתב גבי ארונות של,-1
הוא המקום פנוי: היה,-1
פיה לכותל פותח טפח בין,-1
על טפח מ''מ,-1
ופירוש מרובע כתב רבינו בפירוש המשנה,-1
טהור דכיון שנכנסה הטומאה,-1
לעליה או בחלון שבין ב' בתים,-1
היתה כוונתו ואע''פ,-1
ז''ל ולדעת רבינו,-1
לן בין אפוצה לשאינה אפוצה דלעיל,-1
צירף ידו או אפשר דנגיעה,-1
ר''ל בין הכותל,-1
דא''ל ר' ירמיה לר' אסי כהבדלת העוף,-1
שבסוף פרשת פרה כתוב שם שאינו,-1
והמטה שנוגעת בו,-1
נמי בהיתה פחותה וכו' ולפי טעם זה,-1
"דם הנדה (דף נ""ה) ברש''י ובתוס'",-1
אחת מהן תחת כולן,-1
גזרו על גושה,-1
שהיא פחותה ופקוקה בקש או אפוצה,-1
יכול ליכנס בטהרה,-1
מ''ש ממה שנתבאר בפרק,-1
כ''מ ששנה רשב''ג במשנתנו הלכה כמותו,-1
עין של תנור,-1
ואם אינם וכו' והם נופלים וכן כתב,-1
אע''פ שסתם כל הפחת,-1
תחתיה ועל גבה,-1
המשנה כתב שטעם,-1
אלא פחות מטפח,-1
כן התנא הוא מהטעם,-1
לבנה שבתוך הקנה,-1
אלא דהתם מיירי בשמקצתה בתוך,-1
לפנים וגבוהה מן הארץ טפח שוליה,-1
או בבית או בתוכה הכל,-1
י''א אמאי כל,-1
ארובה הבית טהור,-1
עליה והלכתא כוותייהו וכ''פ בפי' המשנה שאין,-1
רגל הערס סותמת את,-1
טמא וק''ל דלדידיה מי ניחא מאי,-1
"המקבל (דף ק""ה",-1
לצד חוץ אלא גודל,-1
הפקק או שהיתה בו,-1
כרחיך דאל''כ לא היתה,-1
כנגד ארובה לערב הטומאה:,-1
רבינו שכתוב בצד החיצון וצריך למוחקו ולכתוב,-1
מה שהוא בתוך הבית,-1
הוא שמתקצר ועולה נמצא מתקצר מרחבו,-1
טפח שהוא אהל,-1
לאהל ותורת בית עליו,-1
נקטו מדור הכל,-1
קברו שם נפל: ואת מה,-1
דמשמע מינה דתוכה,-1
וכב''ה דתנן תנור שהוא עומד בתוך הבית,-1
מי שילך מביתו,-1
וכאן פיה לפנים: ועל מ''ש רבינו,-1
נסר שהוא נתון על פי תנור חדש,-1
ומה שכתב וכלי גללים,-1
הכל טמא הטעם משום דכיון שהיא אהל,-1
